season,as_of_week,team_id,team_name,wins_to_date,points_to_date,sim_wins_mean,playoff_odds,title_odds,sim_seed_mean
2019,12,6,Camera Man,8.0,1577.1000000000004,8.673333333333334,1.0,0.3,1.2853333333333334
2019,12,7,fReE wIn,7.0,1525.54,7.546666666666667,1.0,0.226,3.202
2019,12,8,All Ma Hom(i)es,4.0,1373.92,4.453333333333333,0.0,0.0,9.401333333333334
2019,12,9,Please Win,6.0,1512.66,6.326666666666667,0.8173333333333334,0.04666666666666667,5.42
2019,12,10,Henry is a  Hekler,6.0,1394.88,6.565333333333333,0.6266666666666667,0.07866666666666666,5.682
2019,13,1,Henrys Not A. Hooper,7.0,1665.46,7.0,1.0,0.08066666666666666,4.0
2019,13,2,Hot Chubb Tom Machine,6.0,1385.38,6.0,0.0,0.0,8.0
2019,13,3,Team SUpton,7.0,1528.48,7.0,1.0,0.14466666666666667,5.0
2019,13,4,Team Boswellnt,4.0,1489.6600000000003,4.0,0.0,0.0,9.0
2019,13,5,Beat Ankit,8.0,1650.02,8.0,1.0,0.18733333333333332,2.0
2019,13,6,Camera Man,9.0,1690.7000000000003,9.0,1.0,0.3586666666666667,1.0
2019,13,7,fReE wIn,8.0,1665.2,8.0,1.0,0.13933333333333334,3.0
2019,13,8,All Ma Hom(i)es,4.0,1456.22,4.0,0.0,0.0,10.0
2019,13,9,Please Win,6.0,1613.0600000000002,6.0,1.0,0.08933333333333333,6.0
2019,13,10,Henry is a  Hekler,6.0,1488.44,6.0,0.0,0.0,7.0
2020,0,1,Dalvin and the Pickups,0.0,0.0,5.814666666666667,0.432,0.04,6.691333333333334
2020,0,2,Lutz Get  This W,0.0,0.0,6.431333333333333,0.6126666666666667,0.094,5.496
2020,0,3,Russel My Willy,0.0,0.0,6.641333333333334,0.648,0.10466666666666667,5.218
2020,0,4,Team Boswellnt,0.0,0.0,6.857333333333333,0.6953333333333334,0.12666666666666668,4.836666666666667
2020,0,5,Beat Ankit,0.0,0.0,6.566666666666666,0.6213333333333333,0.10533333333333333,5.386666666666667
2020,0,6,Camera Man,0.0,0.0,5.48,0.37866666666666665,0.025333333333333333,7.076666666666667
2020,0,7,Waller? I hardly know her,0.0,0.0,7.291333333333333,0.8,0.166,4.167333333333334
2020,0,8,(,0.0,0.0,6.153333333333333,0.5186666666666667,0.048666666666666664,6.200666666666667
2020,0,9,Ekeler? I Hardly Know Her,0.0,0.0,8.216666666666667,0.9153333333333333,0.262,2.872
2020,0,10,Terminator III: Skynet v Conner,0.0,0.0,5.5473333333333334,0.378,0.027333333333333334,7.054666666666667
2020,1,1,Dalvin and the Pickups,1.0,149.1,6.62,0.62,0.062,5.526
2020,1,2,Lutz Get  This W,0.0,134.94,6.089333333333333,0.5586666666666666,0.074,5.849333333333333
2020,1,3,Russel My Willy,1.0,151.68,7.246,0.7746666666666666,0.09533333333333334,4.3133333333333335
2020,1,4,Team Boswellnt,0.0,99.54,6.318,0.5973333333333334,0.11666666666666667,5.706666666666667
2020,1,5,Beat Ankit,1.0,132.4,7.1386666666666665,0.7333333333333333,0.13666666666666666,4.652
2020,1,6,Camera Man,0.0,101.76,4.519333333333333,0.15066666666666667,0.01,8.401333333333334
2020,1,7,Waller? I hardly know her,1.0,146.08,7.919333333333333,0.888,0.19466666666666665,3.316666666666667
2020,1,8,(,1.0,128.32,6.264666666666667,0.528,0.04066666666666666,6.1113333333333335
2020,1,9,Ekeler? I Hardly Know Her,0.0,109.6,7.586,0.85,0.24733333333333332,3.666
2020,1,10,Terminator III: Skynet v Conner,0.0,96.0,5.298666666666667,0.29933333333333334,0.02266666666666667,7.457333333333334
2020,2,1,Dalvin and the Pickups,1.0,269.34,6.570666666666667,0.6133333333333333,0.07666666666666666,5.430666666666666
2020,2,2,Lutz Get  This W,1.0,260.44,6.629333333333333,0.6453333333333333,0.086,5.306
2020,2,3,Russel My Willy,2.0,340.4,7.3453333333333335,0.8113333333333334,0.09533333333333334,4.0713333333333335
2020,2,4,Team Boswellnt,1.0,226.92000000000002,6.968,0.7026666666666667,0.14466666666666667,4.884666666666667
2020,2,5,Beat Ankit,1.0,237.84,6.1033333333333335,0.46266666666666667,0.05333333333333334,6.413333333333333
2020,2,6,Camera Man,0.0,201.24,4.506666666666667,0.14933333333333335,0.010666666666666666,8.535333333333334
2020,2,7,Waller? I hardly know her,1.0,288.78,7.541333333333333,0.8713333333333333,0.25666666666666665,3.4246666666666665
2020,2,8,(,1.0,223.22,6.357333333333333,0.546,0.062,6.006666666666667
2020,2,9,Ekeler? I Hardly Know Her,1.0,254.96,7.157333333333334,0.762,0.16466666666666666,4.342666666666666
2020,2,10,Terminator III: Skynet v Conner,1.0,272.88,5.820666666666667,0.436,0.05,6.584666666666666
2020,3,1,Dalvin and the Pickups,1.0,387.41999999999996,6.824666666666666,0.7446666666666667,0.11733333333333333,4.895333333333333
2020,3,2,Lutz Get  This W,2.0,401.32,6.196666666666666,0.5253333333333333,0.05266666666666667,6.166666666666667
2020,3,3,Russel My Willy,3.0,522.8,8.518666666666666,0.9653333333333334,0.22933333333333333,2.28
2020,3,4,Team Boswellnt,2.0,367.62,6.872,0.6593333333333333,0.08533333333333333,5.292
2020,3,5,Beat Ankit,1.0,348.54,5.773333333333333,0.3973333333333333,0.043333333333333335,6.928
2020,3,6,Camera Man,1.0,355.02,6.036,0.5026666666666667,0.086,6.198
2020,3,7,Waller? I hardly know her,1.0,424.91999999999996,6.006,0.5733333333333334,0.092,5.801333333333333
2020,3,8,(,1.0,332.58,5.14,0.23666666666666666,0.014,7.936
2020,3,9,Ekeler? I Hardly Know Her,2.0,390.34000000000003,7.576,0.838,0.20266666666666666,3.598
2020,3,10,Terminator III: Skynet v Conner,1.0,402.15999999999997,6.056666666666667,0.5573333333333333,0.07733333333333334,5.9046666666666665
2020,4,1,Dalvin and the Pickups,2.0,516.02,7.4126666666666665,0.8606666666666667,0.15,4.044
2020,4,2,Lutz Get  This W,3.0,559.4,7.004,0.7906666666666666,0.06333333333333334,4.774
2020,4,3,Russel My Willy,3.0,603.3,7.594666666666667,0.9033333333333333,0.13333333333333333,3.5473333333333334
2020,4,4,Team Boswellnt,2.0,497.06,7.264666666666667,0.8446666666666667,0.15666666666666668,4.3373333333333335
2020,4,5,Beat Ankit,2.0,487.66,6.461333333333333,0.5793333333333334,0.04,5.952
2020,4,6,Camera Man,1.0,483.28,4.807333333333333,0.18333333333333332,0.010666666666666666,7.992
2020,4,7,Waller? I hardly know her,1.0,544.64,4.6466666666666665,0.24,0.015333333333333332,7.839333333333333
2020,4,8,(,1.0,439.58,4.663333333333333,0.14,0.004666666666666667,8.442666666666666
2020,4,9,Ekeler? I Hardly Know Her,3.0,546.1600000000001,9.239333333333333,0.992,0.3973333333333333,1.5913333333333333
2020,4,10,Terminator III: Skynet v Conner,2.0,529.0999999999999,5.906,0.466,0.028666666666666667,6.48
2020,5,1,Dalvin and the Pickups,3.0,622.96,7.594666666666667,0.8753333333333333,0.13866666666666666,4.188
2020,5,2,Lutz Get  This W,3.0,696.54,7.662,0.9213333333333333,0.232,3.4473333333333334
2020,5,3,Russel My Willy,3.0,715.18,6.998666666666667,0.8093333333333333,0.088,4.575333333333333
2020,5,4,Team Boswellnt,3.0,646.56,7.818666666666667,0.9213333333333333,0.174,3.6906666666666665
2020,5,5,Beat Ankit,2.0,591.76,5.045333333333334,0.17666666666666667,0.004,8.042666666666667
2020,5,6,Camera Man,1.0,580.0999999999999,5.076,0.24533333333333332,0.018,7.565333333333333
2020,5,7,Waller? I hardly know her,1.0,662.06,3.966,0.092,0.004,8.652
2020,5,8,(,2.0,576.14,5.245333333333333,0.19533333333333333,0.008,7.833333333333333
2020,5,9,Ekeler? I Hardly Know Her,4.0,654.8600000000001,8.542666666666667,0.9586666666666667,0.25733333333333336,2.506666666666667
2020,5,10,Terminator III: Skynet v Conner,3.0,690.3,7.050666666666666,0.8046666666666666,0.076,4.498666666666667
2020,6,1,Dalvin and the Pickups,3.0,682.7800000000001,6.066,0.4186666666666667,0.026,6.686
2020,6,2,Lutz Get  This W,4.0,804.4599999999999,7.755333333333334,0.9293333333333333,0.19866666666666666,3.2786666666666666
2020,6,3,Russel My Willy,3.0,820.4799999999999,7.106,0.8573333333333333,0.15333333333333332,4.007333333333333
2020,6,4,Team Boswellnt,3.0,784.76,7.309333333333333,0.884,0.19666666666666666,3.92
2020,6,5,Beat Ankit,3.0,695.78,6.171333333333333,0.492,0.03866666666666667,6.437333333333333
2020,6,6,Camera Man,1.0,687.8399999999999,4.438666666666666,0.15333333333333332,0.012,8.482666666666667
2020,6,7,Waller? I hardly know her,2.0,811.04,5.522666666666667,0.46066666666666667,0.04133333333333333,6.586
2020,6,8,(,3.0,695.74,5.187333333333333,0.176,0.0026666666666666666,8.166666666666666
2020,6,9,Ekeler? I Hardly Know Her,5.0,772.6000000000001,9.143333333333333,0.9926666666666667,0.28933333333333333,1.7473333333333334
2020,6,10,Terminator III: Skynet v Conner,3.0,790.68,6.3,0.636,0.04133333333333333,5.688
2020,7,1,Dalvin and the Pickups,3.0,821.3600000000001,6.3486666666666665,0.5953333333333334,0.06133333333333333,5.8213333333333335
2020,7,2,Lutz Get  This W,5.0,941.8599999999999,8.324,0.98,0.26866666666666666,2.392
2020,7,3,Russel My Willy,4.0,974.5999999999999,6.438,0.722,0.03666666666666667,5.117333333333334
2020,7,4,Team Boswellnt,3.0,881.86,6.288666666666667,0.6833333333333333,0.10733333333333334,5.487333333333333
2020,7,5,Beat Ankit,4.0,838.88,6.850666666666666,0.6806666666666666,0.056666666666666664,5.28
2020,7,6,Camera Man,1.0,819.54,3.9273333333333333,0.058666666666666666,0.0026666666666666666,9.172666666666666
2020,7,7,Waller? I hardly know her,3.0,957.52,5.53,0.476,0.024,6.506
2020,7,8,(,3.0,769.6,5.675333333333334,0.2826666666666667,0.016666666666666666,7.51
2020,7,9,Ekeler? I Hardly Know Her,6.0,886.3000000000002,9.602,0.9986666666666667,0.388,1.4473333333333334
2020,7,10,Terminator III: Skynet v Conner,3.0,868.0999999999999,6.015333333333333,0.5226666666666666,0.038,6.266
2020,8,1,Dalvin and the Pickups,4.0,957.4800000000001,6.557333333333333,0.6233333333333333,0.04733333333333333,5.716666666666667
2020,8,2,Lutz Get  This W,5.0,1066.7199999999998,7.808666666666666,0.966,0.24733333333333332,2.914
2020,8,3,Russel My Willy,5.0,1112.2399999999998,7.674666666666667,0.9433333333333334,0.12933333333333333,3.0526666666666666
2020,8,4,Team Boswellnt,4.0,997.2,6.446,0.66,0.08466666666666667,5.612666666666667
2020,8,5,Beat Ankit,4.0,914.3,6.464,0.546,0.05,6.019333333333333
2020,8,6,Camera Man,1.0,924.5,3.207333333333333,0.007333333333333333,0.0,9.737333333333334
2020,8,7,Waller? I hardly know her,4.0,1092.48,5.925333333333334,0.548,0.037333333333333336,6.129333333333333
2020,8,8,(,4.0,865.44,5.994,0.30933333333333335,0.01,7.317333333333333
2020,8,9,Ekeler? I Hardly Know Her,6.0,1010.2200000000001,9.076666666666666,0.9966666666666667,0.37133333333333335,1.6646666666666667
2020,8,10,Terminator III: Skynet v Conner,3.0,957.8599999999999,5.846,0.4,0.02266666666666667,6.836
2020,9,1,Dalvin and the Pickups,5.0,1111.7200000000003,7.916,0.95,0.2,3.2133333333333334
2020,9,2,Lutz Get  This W,6.0,1197.8799999999999,7.374666666666666,0.8666666666666667,0.07466666666666667,4.096
2020,9,3,Russel My Willy,5.0,1200.0399999999997,6.998666666666667,0.8053333333333333,0.043333333333333335,4.567333333333333
2020,9,4,Team Boswellnt,5.0,1137.68,6.962666666666666,0.7826666666666666,0.13466666666666666,4.988666666666667
2020,9,5,Beat Ankit,4.0,1016.7199999999999,6.148666666666666,0.35533333333333333,0.04733333333333333,6.8566666666666665
2020,9,6,Camera Man,1.0,980.26,2.5773333333333333,0.0,0.0,9.892
2020,9,7,Waller? I hardly know her,5.0,1250.78,7.324,0.8973333333333333,0.22266666666666668,3.510666666666667
2020,9,8,(,5.0,967.1800000000001,6.3773333333333335,0.32,0.009333333333333334,6.988
2020,9,9,Ekeler? I Hardly Know Her,6.0,1105.2200000000003,8.596666666666666,0.99,0.26666666666666666,2.274
2020,9,10,Terminator III: Skynet v Conner,3.0,1042.34,4.724,0.03266666666666666,0.0013333333333333333,8.613333333333333
2020,10,1,Dalvin and the Pickups,6.0,1247.8000000000002,7.682,0.952,0.17066666666666666,3.683333333333333
2020,10,2,Lutz Get  This W,6.0,1309.8,7.4206666666666665,0.9326666666666666,0.15066666666666667,3.6806666666666668
2020,10,3,Russel My Willy,6.0,1328.8599999999997,7.426666666666667,0.9213333333333333,0.12333333333333334,3.64
2020,10,4,Team Boswellnt,5.0,1227.68,6.815333333333333,0.7766666666666666,0.16466666666666666,5.31
2020,10,5,Beat Ankit,4.0,1121.2199999999998,5.531333333333333,0.144,0.019333333333333334,7.576
2020,10,6,Camera Man,2.0,1069.3,3.126,0.0,0.0,9.854666666666667
2020,10,7,Waller? I hardly know her,6.0,1364.44,7.3453333333333335,0.9366666666666666,0.07733333333333334,3.6146666666666665
2020,10,8,(,5.0,1022.1,6.4206666666666665,0.338,0.012666666666666666,6.795333333333334
2020,10,9,Ekeler? I Hardly Know Her,7.0,1220.3800000000003,8.81,0.9966666666666667,0.2813333333333333,2.06
2020,10,10,Terminator III: Skynet v Conner,3.0,1120.48,4.422,0.002,0.0,8.785333333333334
2020,11,1,Dalvin and the Pickups,6.0,1343.4400000000003,7.3886666666666665,0.9566666666666667,0.14866666666666667,4.234666666666667
2020,11,2,Lutz Get  This W,7.0,1436.58,7.8806666666666665,1.0,0.27,2.642
2020,11,3,Russel My Willy,7.0,1434.1399999999996,7.644666666666667,1.0,0.07,3.3646666666666665
2020,11,4,Team Boswellnt,5.0,1349.76,6.348,0.7046666666666667,0.16333333333333333,5.8933333333333335
2020,11,5,Beat Ankit,5.0,1250.3799999999999,6.172666666666666,0.2793333333333333,0.03866666666666667,6.9
2020,11,6,Camera Man,3.0,1201.08,3.695333333333333,0.0,0.0,9.593333333333334
2020,11,7,Waller? I hardly know her,6.0,1482.46,6.978,0.9046666666666666,0.07066666666666667,4.078
2020,11,8,(,5.0,1119.3600000000001,5.9446666666666665,0.15466666666666667,0.012,7.546
2020,11,9,Ekeler? I Hardly Know Her,8.0,1353.9400000000003,9.198666666666666,1.0,0.22666666666666666,1.46
2020,11,10,Terminator III: Skynet v Conner,3.0,1241.68,3.748666666666667,0.0,0.0,9.288
2020,12,1,Dalvin and the Pickups,6.0,1460.8800000000003,6.760666666666666,0.8693333333333333,0.194,5.838
2020,12,2,Lutz Get  This W,8.0,1595.78,8.358,1.0,0.16666666666666666,1.986
2020,12,3,Russel My Willy,8.0,1555.5399999999997,8.474666666666666,1.0,0.09733333333333333,2.529333333333333
2020,12,4,Team Boswellnt,6.0,1507.44,6.642,0.8533333333333334,0.25133333333333335,5.482666666666667
2020,12,5,Beat Ankit,5.0,1377.08,5.525333333333333,0.0006666666666666666,0.0,7.748
2020,12,6,Camera Man,3.0,1306.78,3.322,0.0,0.0,9.491333333333333
2020,12,7,Waller? I hardly know her,7.0,1611.04,7.463333333333333,1.0,0.024,3.418
2020,12,8,(,6.0,1265.2800000000002,6.536666666666667,0.27666666666666667,0.011333333333333334,6.9286666666666665
2020,12,9,Ekeler? I Hardly Know Her,8.0,1445.1400000000003,8.678,1.0,0.25533333333333336,2.0693333333333332
2020,12,10,Terminator III: Skynet v Conner,3.0,1315.24,3.239333333333333,0.0,0.0,9.508666666666667
2020,13,1,Dalvin and the Pickups,7.0,1589.0800000000004,7.0,1.0,0.11866666666666667,5.0
2020,13,2,Lutz Get  This W,9.0,1689.98,9.0,1.0,0.03933333333333333,3.0
2020,13,3,Russel My Willy,9.0,1691.5599999999997,9.0,1.0,0.122,1.0
2020,13,4,Team Boswellnt,6.0,1567.06,6.0,1.0,0.21933333333333332,6.0
2020,13,5,Beat Ankit,5.0,1484.5,5.0,0.0,0.0,8.0
2020,13,6,Camera Man,4.0,1427.8799999999999,4.0,0.0,0.0,9.0
2020,13,7,Waller? I hardly know her,8.0,1740.54,8.0,1.0,0.278,2.0
2020,13,8,(,6.0,1392.3200000000002,6.0,0.0,0.0,7.0
2020,13,9,Ekeler? I Hardly Know Her,8.0,1546.7200000000003,8.0,1.0,0.22266666666666668,4.0
2020,13,10,Terminator III: Skynet v Conner,3.0,1418.5,3.0,0.0,0.0,10.0
2021,0,1,Sahit in my DMs We not the same,0.0,0.0,6.379333333333333,0.4533333333333333,0.06333333333333334,6.454
2021,0,2,Tucker right in The,0.0,0.0,6.934666666666667,0.5973333333333334,0.10066666666666667,5.477333333333333
2021,0,3,Robert's Wood,0.0,0.0,6.126,0.372,0.027333333333333334,7.007333333333333
2021,0,4,Baby Im ThielenUrHeart,0.0,0.0,7.418,0.6786666666666666,0.10866666666666666,4.891333333333334
2021,0,5,"Titan Killer, Derrick Henry",0.0,0.0,7.198666666666667,0.636,0.09866666666666667,5.255333333333334
2021,0,6,Yeh Dil Maange  Moore,0.0,0.0,6.788666666666667,0.572,0.08666666666666667,5.818
2021,0,7,Waller? I hardly know her,0.0,0.0,6.365333333333333,0.49266666666666664,0.06333333333333334,6.3693333333333335
2021,0,8,"Sahit, I don't have kik, stop",0.0,0.0,7.096666666666667,0.6313333333333333,0.102,5.378
2021,0,9,CeeDee's Balls,0.0,0.0,7.312,0.6933333333333334,0.10266666666666667,5.012666666666667
2021,0,10,Day __ of  Ignoring Sahit,0.0,0.0,8.380666666666666,0.8733333333333333,0.24666666666666667,3.3366666666666664
2021,1,1,Sahit in my DMs We not the same,1.0,112.58,7.010666666666666,0.5786666666666667,0.08466666666666667,5.704666666666666
2021,1,2,Tucker right in The,0.0,118.62,6.3133333333333335,0.4766666666666667,0.059333333333333335,6.358
2021,1,3,Robert's Wood,0.0,88.46,5.592666666666666,0.25333333333333335,0.016,7.758666666666667
2021,1,4,Baby Im ThielenUrHeart,1.0,148.68,7.9286666666666665,0.778,0.12266666666666666,4.191333333333334
2021,1,5,"Titan Killer, Derrick Henry",1.0,168.26,7.596666666666667,0.746,0.11333333333333333,4.525333333333333
2021,1,6,Yeh Dil Maange  Moore,0.0,98.1,6.542666666666666,0.544,0.08133333333333333,6.0633333333333335
2021,1,7,Waller? I hardly know her,1.0,129.26,6.879333333333333,0.578,0.07533333333333334,5.748666666666667
2021,1,8,"Sahit, I don't have kik, stop",0.0,143.64,6.584666666666666,0.576,0.08666666666666667,5.881333333333333
2021,1,9,CeeDee's Balls,0.0,98.02,6.65,0.5473333333333333,0.07733333333333334,6.030666666666667
2021,1,10,Day __ of  Ignoring Sahit,1.0,146.54,8.901333333333334,0.922,0.2833333333333333,2.738
2021,2,1,Sahit in my DMs We not the same,2.0,244.10000000000002,7.494,0.6553333333333333,0.06733333333333333,5.168
2021,2,2,Tucker right in The,0.0,206.8,6.117333333333334,0.4106666666666667,0.056666666666666664,6.786
2021,2,3,Robert's Wood,0.0,214.1,4.940666666666667,0.15133333333333332,0.006666666666666667,8.512
2021,2,4,Baby Im ThielenUrHeart,2.0,300.9,8.473333333333333,0.8833333333333333,0.14133333333333334,3.3606666666666665
2021,2,5,"Titan Killer, Derrick Henry",2.0,284.86,7.542,0.6833333333333333,0.084,4.983333333333333
2021,2,6,Yeh Dil Maange  Moore,1.0,234.16,7.144,0.6533333333333333,0.12733333333333333,5.283333333333333
2021,2,7,Waller? I hardly know her,1.0,236.68,6.594,0.5293333333333333,0.06866666666666667,6.114
2021,2,8,"Sahit, I don't have kik, stop",0.0,257.15999999999997,5.991333333333333,0.4226666666666667,0.06133333333333333,6.736666666666666
2021,2,9,CeeDee's Balls,1.0,251.21999999999997,7.312666666666667,0.7086666666666667,0.14933333333333335,4.863333333333333
2021,2,10,Day __ of  Ignoring Sahit,1.0,270.3,8.390666666666666,0.902,0.23733333333333334,3.1926666666666668
2021,3,1,Sahit in my DMs We not the same,2.0,367.14000000000004,5.713333333333333,0.24866666666666667,0.013333333333333334,7.682
2021,3,2,Tucker right in The,1.0,373.32000000000005,6.818666666666667,0.6133333333333333,0.09533333333333334,5.612
2021,3,3,Robert's Wood,0.0,331.88,4.5553333333333335,0.12266666666666666,0.008,8.663333333333334
2021,3,4,Baby Im ThielenUrHeart,3.0,414.2,9.040666666666667,0.9333333333333333,0.15733333333333333,2.81
2021,3,5,"Titan Killer, Derrick Henry",2.0,372.70000000000005,7.673333333333333,0.746,0.066,4.866666666666666
2021,3,6,Yeh Dil Maange  Moore,2.0,368.88,8.678,0.9266666666666666,0.236,3.204
2021,3,7,Waller? I hardly know her,1.0,349.0,5.787333333333334,0.3293333333333333,0.029333333333333333,7.218666666666667
2021,3,8,"Sahit, I don't have kik, stop",1.0,381.79999999999995,5.946666666666666,0.41133333333333333,0.036,6.8486666666666665
2021,3,9,CeeDee's Balls,1.0,380.76,7.3486666666666665,0.7553333333333333,0.16066666666666668,4.790666666666667
2021,3,10,Day __ of  Ignoring Sahit,2.0,432.78,8.438,0.9133333333333333,0.198,3.304
2021,4,1,Sahit in my DMs We not the same,2.0,475.62000000000006,6.6353333333333335,0.5133333333333333,0.05733333333333333,6.259333333333333
2021,4,2,Tucker right in The,1.0,484.74000000000007,5.225333333333333,0.22933333333333333,0.024666666666666667,7.910666666666667
2021,4,3,Robert's Wood,1.0,443.74,5.25,0.18066666666666667,0.004666666666666667,8.236
2021,4,4,Baby Im ThielenUrHeart,4.0,549.72,9.712666666666667,0.982,0.19066666666666668,2.208666666666667
2021,4,5,"Titan Killer, Derrick Henry",3.0,543.9200000000001,8.424,0.9073333333333333,0.15466666666666667,3.5566666666666666
2021,4,6,Yeh Dil Maange  Moore,3.0,533.2,7.822666666666667,0.822,0.11,4.232666666666667
2021,4,7,Waller? I hardly know her,1.0,471.86,5.8773333333333335,0.39,0.06466666666666666,6.8373333333333335
2021,4,8,"Sahit, I don't have kik, stop",1.0,472.09999999999997,6.037333333333334,0.4186666666666667,0.06066666666666667,6.771333333333334
2021,4,9,CeeDee's Balls,2.0,499.88,7.254666666666667,0.732,0.144,4.934666666666667
2021,4,10,Day __ of  Ignoring Sahit,2.0,518.88,7.760666666666666,0.8246666666666667,0.18866666666666668,4.052666666666667
2021,5,1,Sahit in my DMs We not the same,2.0,584.44,6.068,0.3426666666666667,0.03,7.189333333333333
2021,5,2,Tucker right in The,1.0,618.6200000000001,4.482,0.10466666666666667,0.004666666666666667,8.822
2021,5,3,Robert's Wood,2.0,613.78,6.386,0.472,0.038,6.558
2021,5,4,Baby Im ThielenUrHeart,5.0,677.3000000000001,9.551333333333334,0.9726666666666667,0.126,2.454
2021,5,5,"Titan Killer, Derrick Henry",3.0,701.7800000000001,8.367333333333333,0.9266666666666666,0.20266666666666666,3.2746666666666666
2021,5,6,Yeh Dil Maange  Moore,4.0,660.6,8.111333333333333,0.846,0.10333333333333333,4.066
2021,5,7,Waller? I hardly know her,1.0,590.74,5.599333333333333,0.33,0.059333333333333335,7.241333333333333
2021,5,8,"Sahit, I don't have kik, stop",1.0,581.88,5.966,0.4073333333333333,0.07866666666666666,6.851333333333334
2021,5,9,CeeDee's Balls,3.0,661.64,8.380666666666666,0.922,0.2846666666666667,3.1733333333333333
2021,5,10,Day __ of  Ignoring Sahit,3.0,667.36,7.088,0.676,0.07266666666666667,5.37
2021,6,1,Sahit in my DMs We not the same,2.0,709.6400000000001,5.501333333333333,0.208,0.018666666666666668,7.992666666666667
2021,6,2,Tucker right in The,2.0,779.1200000000001,6.048,0.454,0.056666666666666664,6.614
2021,6,3,Robert's Wood,3.0,749.06,6.872,0.596,0.072,5.825333333333333
2021,6,4,Baby Im ThielenUrHeart,6.0,821.6800000000001,9.904,0.9833333333333333,0.152,2.006666666666667
2021,6,5,"Titan Killer, Derrick Henry",4.0,843.8400000000001,7.498,0.784,0.11,4.648
2021,6,6,Yeh Dil Maange  Moore,4.0,799.62,8.008,0.89,0.16266666666666665,3.755333333333333
2021,6,7,Waller? I hardly know her,1.0,678.02,5.348,0.23666666666666666,0.050666666666666665,7.8
2021,6,8,"Sahit, I don't have kik, stop",1.0,690.86,4.962,0.14466666666666667,0.029333333333333333,8.438
2021,6,9,CeeDee's Balls,4.0,795.64,8.340666666666667,0.9066666666666666,0.18333333333333332,3.3513333333333333
2021,6,10,Day __ of  Ignoring Sahit,3.0,747.14,7.518,0.7966666666666666,0.16466666666666666,4.568666666666667
2021,7,1,Sahit in my DMs We not the same,2.0,824.94,4.952,0.142,0.010666666666666666,8.337333333333333
2021,7,2,Tucker right in The,3.0,907.6600000000001,6.963333333333333,0.7713333333333333,0.116,5.184
2021,7,3,Robert's Wood,3.0,868.0,6.182666666666667,0.37933333333333336,0.018666666666666668,6.916
2021,7,4,Baby Im ThielenUrHeart,7.0,968.72,10.977333333333334,0.9986666666666667,0.19533333333333333,1.386
2021,7,5,"Titan Killer, Derrick Henry",5.0,960.6800000000002,8.404666666666667,0.9486666666666667,0.13866666666666666,3.658
2021,7,6,Yeh Dil Maange  Moore,5.0,925.06,8.386666666666667,0.9453333333333334,0.17866666666666667,3.234
2021,7,7,Waller? I hardly know her,1.0,799.04,4.632666666666666,0.094,0.017333333333333333,8.456
2021,7,8,"Sahit, I don't have kik, stop",2.0,812.84,4.8646666666666665,0.11266666666666666,0.012666666666666666,8.464666666666666
2021,7,9,CeeDee's Balls,4.0,907.2,7.642,0.8726666666666667,0.166,4.169333333333333
2021,7,10,Day __ of  Ignoring Sahit,3.0,853.9,6.994,0.7353333333333333,0.146,5.1946666666666665
2021,8,1,Sahit in my DMs We not the same,2.0,929.36,4.350666666666666,0.05,0.002,9.094
2021,8,2,Tucker right in The,3.0,980.3000000000001,5.498666666666667,0.2713333333333333,0.014666666666666666,7.414
2021,8,3,Robert's Wood,4.0,1014.4,7.328,0.8486666666666667,0.10533333333333333,4.833333333333333
2021,8,4,Baby Im ThielenUrHeart,8.0,1097.6200000000001,11.348666666666666,1.0,0.18533333333333332,1.2666666666666666
2021,8,5,"Titan Killer, Derrick Henry",5.0,1032.14,8.805333333333333,0.978,0.16666666666666666,3.326
2021,8,6,Yeh Dil Maange  Moore,5.0,1017.02,8.718,0.9826666666666667,0.2786666666666667,2.6446666666666667
2021,8,7,Waller? I hardly know her,2.0,938.48,4.694,0.134,0.013333333333333334,8.321333333333333
2021,8,8,"Sahit, I don't have kik, stop",3.0,924.0,5.772,0.318,0.06066666666666667,7.247333333333334
2021,8,9,CeeDee's Balls,4.0,1048.3200000000002,6.888,0.816,0.11266666666666666,4.881333333333333
2021,8,10,Day __ of  Ignoring Sahit,4.0,961.1999999999999,6.596666666666667,0.6013333333333334,0.06066666666666667,5.971333333333333
2021,9,1,Sahit in my DMs We not the same,3.0,1039.9,4.336,0.02,0.0006666666666666666,9.45
2021,9,2,Tucker right in The,4.0,1081.18,6.575333333333333,0.4646666666666667,0.05533333333333333,6.43
2021,9,3,Robert's Wood,4.0,1105.58,7.134666666666667,0.7606666666666667,0.10733333333333334,5.200666666666667
2021,9,4,Baby Im ThielenUrHeart,8.0,1205.66,10.65,1.0,0.21,1.2353333333333334
2021,9,5,"Titan Killer, Derrick Henry",6.0,1135.64,8.434,0.9573333333333334,0.10466666666666667,3.6106666666666665
2021,9,6,Yeh Dil Maange  Moore,5.0,1094.08,7.688666666666666,0.8326666666666667,0.14533333333333334,4.222666666666667
2021,9,7,Waller? I hardly know her,3.0,1078.06,6.0906666666666665,0.43733333333333335,0.07866666666666666,6.492
2021,9,8,"Sahit, I don't have kik, stop",3.0,1036.02,4.844666666666667,0.06533333333333333,0.01,8.778
2021,9,9,CeeDee's Balls,4.0,1133.8600000000001,6.543333333333333,0.63,0.094,5.49
