gsis_id,player_name,position,team,projected_season_ppr,weekly_sum_ppr,game_weeks,expected_games,overall_rank_board,position_rank_board,vorp_rank,adp_rank,actual_ppr,prior_ppr,pred_overall_rank,pred_pos_rank,actual_overall_rank,actual_pos_rank
00-0033217,Mo Alie-Cox,TE,IND,35.18,35.18,17,13.041666666666666,280,58,228,457.0,30.7,32.7,281,58,269.0,54.0
00-0035216,Diontae Johnson,WR,CAR,35.02,35.02,17,13.788461538461538,287,110,398,308.0,,84.3,282,110,,
00-0032464,Kalif Raymond,WR,DET,34.9,34.9,17,13.788461538461538,288,111,399,405.0,66.8,56.5,283,111,194.0,79.0
00-0039359,Cade Stover,TE,HOU,34.8,34.8,17,13.041666666666666,281,59,229,477.0,19.9,34.3,284,59,304.0,66.0
00-0034981,Foster Moreau,TE,NO,34.78,34.78,17,13.041666666666666,282,60,230,683.0,12.9,103.3,285,60,333.0,73.0
00-0033246,Johnny Mundt,TE,MIN,34.66,34.66,17,13.041666666666666,284,61,231,686.0,20.1,45.2,286,61,302.0,65.0
00-0037276,Ty Chandler,RB,MIN,34.64,34.64,17,13.003205128205128,283,78,248,383.0,8.8,28.4,287,78,356.0,84.0
00-0035662,Marquise Brown,WR,KC,34.37,34.37,17,13.788461538461538,290,112,400,,137.7,18.1,288,112,101.0,39.0
00-0033591,Noah Brown,WR,WAS,34.33,34.33,17,13.788461538461538,291,113,401,468.0,13.3,86.3,289,113,330.0,135.0
00-0036630,Tylan Wallace,WR,BAL,34.0,34.0,17,13.788461538461538,293,114,403,525.0,14.5,36.3,290,114,325.0,133.0
00-0033854,Dare Ogunbowale,RB,HOU,33.73,33.73,17,13.003205128205128,285,79,251,689.0,24.1,56.0,291,79,288.0,69.0
00-0035100,Jake Browning,QB,CIN,33.36,33.36,17,13.298076923076923,289,38,530,417.0,48.74,-0.2,292,38,231.0,39.0
00-0037077,Sam Howell,QB,SEA,33.0,33.0,17,13.298076923076923,292,39,531,490.0,,-0.84,293,39,,
00-0039062,Jonathan Mingo,WR,CAR,32.89,32.89,17,13.788461538461538,299,115,408,643.0,3.5,22.6,294,115,391.0,161.0
00-0033307,Kendrick Bourne,WR,NE,32.0,32.0,17,13.788461538461538,309,116,409,688.0,92.1,65.1,295,116,158.0,61.0
00-0031236,Brandin Cooks,WR,DAL,31.97,31.97,17,13.788461538461538,310,117,410,373.0,35.5,69.6,296,117,254.0,104.0
00-0035628,D'Ernest Johnson,RB,JAX,31.83,31.83,17,13.003205128205128,294,80,257,,2.5,35.9,297,80,405.0,96.0
00-0037304,Connor Heyward,TE,PIT,31.68,31.68,17,13.041666666666666,295,62,244,432.0,27.4,16.0,298,62,279.0,57.0
00-0034272,Marquez Valdes-Scantling,WR,NO,31.64,31.64,17,13.788461538461538,311,118,411,327.0,24.0,79.89999999999999,299,118,289.0,116.0
00-0039052,Trey Palmer,WR,TB,31.43,31.43,17,13.788461538461538,312,119,412,712.0,,35.2,300,119,,
00-0036232,Harrison Bryant,TE,LV,31.31,31.31,17,13.041666666666666,296,63,245,772.0,2.7,17.6,301,63,396.0,88.0
00-0037005,Tommy Tremble,TE,CAR,31.28,31.28,17,13.041666666666666,297,64,246,522.0,63.900000000000006,56.4,302,64,200.0,34.0
00-0037292,Andrew Ogletree,TE,IND,31.17,31.17,17,13.041666666666666,298,65,247,,12.7,25.9,303,65,335.0,75.0
00-0033662,Cooper Rush,QB,DAL,31.02,31.02,17,13.298076923076923,307,40,532,393.0,1.72,109.56,304,40,416.0,56.0
00-0036360,Clyde Edwards-Helaire,RB,NO,30.97,30.97,17,13.003205128205128,300,81,263,652.0,4.2,10.0,305,81,385.0,92.0
00-0033948,Jamaal Williams,RB,NO,30.88,30.88,17,13.003205128205128,301,82,264,638.0,,37.1,306,82,,
00-0037120,Tyler Goodson,RB,IND,30.86,30.86,17,13.003205128205128,302,83,265,659.0,5.2,44.4,307,83,375.0,89.0
00-0036754,Brock Wright,TE,DET,30.74,30.74,17,13.041666666666666,303,66,249,368.0,36.8,35.0,308,66,251.0,49.0
00-0030578,Cordarrelle Patterson,RB,PIT,30.64,30.64,17,13.003205128205128,304,84,267,676.0,,37.5,309,84,,
00-0035631,Drew Sample,TE,CIN,30.64,30.64,17,13.041666666666666,306,67,250,492.0,31.9,36.5,309,67,262.0,52.0
00-0032104,Ameer Abdullah,RB,LV,30.57,30.57,17,13.003205128205128,305,85,268,735.0,37.9,125.2,311,85,247.0,58.0
00-0039907,Ja'Lynn Polk,WR,NE,30.41,30.41,17,13.788461538461538,314,120,413,,,32.7,312,120,,
00-0039811,MarShawn Lloyd,RB,GB,30.3,30.3,17,13.003205128205128,308,86,269,299.0,,2.8,313,86,,
00-0038465,Malik Heath,WR,GB,30.19,30.19,17,13.788461538461538,317,121,414,658.0,14.6,31.7,314,121,323.0,132.0
00-0030431,Robert Woods,WR,HOU,29.96,29.96,17,13.788461538461538,318,122,415,560.0,,38.3,315,122,,
